,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX8757616,2020-07-27 13:20:59,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252250,SRP272407,PRJNA646976,646976,SRS7029018,SAMN15569601,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391494,GSE154668,GSM4676786,,15569601,SL1344,{delta}rcsB M88A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_M88A,del_rcsB_WT,del_rcsB_M88A,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,1,1,del_rcsB_M88A_1,,,True,True,True,rcsB:del_rcsB_M88A,True,True
SRX8757617,2020-07-19 13:53:41,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252251,SRP272407,PRJNA646976,646976,SRS7029019,SAMN15569600,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391495,GSE154668,GSM4676787,,15569600,SL1344,{delta}rcsB H77A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_H77A,del_rcsB_WT,del_rcsB_H77A,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,1,1,del_rcsB_H77A_1,,,True,True,True,rcsB:del_rcsB_H77A,True,True
SRX8757618,2020-07-19 13:53:41,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252252,SRP272407,PRJNA646976,646976,SRS7029020,SAMN15569599,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391496,GSE154668,GSM4676788,,15569599,SL1344,{delta}rcsB L108A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_L108A,del_rcsB_WT,del_rcsB_L108A,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,1,1,del_rcsB_L108A_1,,,True,True,True,rcsB:del_rcsB_L108A,True,True
SRX8757619,2020-07-27 14:18:37,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252253,SRP272407,PRJNA646976,646976,SRS7029022,SAMN15569597,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391497,GSE154668,GSM4676789,,15569597,SL1344,{delta}rcsB S207A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_S207C,del_rcsB_WT,del_rcsB_S207C,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,2,1,del_rcsB_S207C_2,,,True,True,True,rcsB:del_rcsB_S207C,True,True
SRX8757620,2020-07-27 13:20:59,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252254,SRP272407,PRJNA646976,646976,SRS7029021,SAMN15569596,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391498,GSE154668,GSM4676790,,15569596,SL1344,{delta}rcsB RcsB WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_WT,del_rcsB_WT,del_rcsB_WT,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,2,1,del_rcsB_WT_2,,,True,True,True,rcsB:del_rcsB_WT,True,True
SRX8757621,2020-07-19 14:14:48,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252255,SRP272407,PRJNA646976,646976,SRS7029023,SAMN15569595,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391499,GSE154668,GSM4676791,,15569595,SL1344,{delta}rcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB,del_rcsB_WT,del_rcsB,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,2,1,del_rcsB_2,,,True,True,True,rcsB:del_rcsB,True,True
SRX8757622,2020-07-27 13:20:59,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252256,SRP272407,PRJNA646976,646976,SRS7029024,SAMN15569594,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391500,GSE154668,GSM4676792,,15569594,SL1344,{delta}rcsB H12A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_H12A,del_rcsB_WT,del_rcsB_H12A,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,2,1,del_rcsB_H12A_2,,,True,True,True,rcsB:del_rcsB_H12A,True,True
SRX8757623,2020-07-19 13:52:42,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252257,SRP272407,PRJNA646976,646976,SRS7029025,SAMN15569593,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391501,GSE154668,GSM4676793,,15569593,SL1344,{delta}rcsB D56A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_D56A,del_rcsB_WT,del_rcsB_D56A,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,2,1,del_rcsB_D56A_2,,,True,True,True,rcsB:del_rcsB_D56A,True,True
SRX8757625,2020-07-19 14:00:15,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252259,SRP272407,PRJNA646976,646976,SRS7029027,SAMN15569598,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391503,GSE154668,GSM4676795,,15569598,SL1344,{delta}rcsB H77A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_H77A,del_rcsB_WT,del_rcsB_H77A,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,2,1,del_rcsB_H77A_2,,,True,True,True,rcsB:del_rcsB_H77A,True,True
SRX8757626,2020-07-19 13:53:41,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252260,SRP272407,PRJNA646976,646976,SRS7029028,SAMN15569591,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391504,GSE154668,GSM4676796,,15569591,SL1344,{delta}rcsB L108A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_L108A,del_rcsB_WT,del_rcsB_L108A,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,2,1,del_rcsB_L108A_2,,,True,True,True,rcsB:del_rcsB_L108A,True,True
SRX8757628,2020-07-27 13:20:59,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252262,SRP272407,PRJNA646976,646976,SRS7029031,SAMN15569610,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391506,GSE154668,GSM4676798,,15569610,SL1344,{delta}rcsB RcsB WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_WT,del_rcsB_WT,del_rcsB_WT,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,3,1,del_rcsB_WT_3,,,True,True,True,rcsB:del_rcsB_WT,True,True
SRX8757630,2020-07-19 13:53:41,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252264,SRP272407,PRJNA646976,646976,SRS7029032,SAMN15569608,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391508,GSE154668,GSM4676800,,15569608,SL1344,{delta}rcsB H12A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_H12A,del_rcsB_WT,del_rcsB_H12A,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,3,1,del_rcsB_H12A_3,,,True,True,True,rcsB:del_rcsB_H12A,True,True
SRX8757631,2020-07-19 14:21:36,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252265,SRP272407,PRJNA646976,646976,SRS7029034,SAMN15569607,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391509,GSE154668,GSM4676801,,15569607,SL1344,{delta}rcsB D56A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_D56A,del_rcsB_WT,del_rcsB_D56A,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,3,1,del_rcsB_D56A_3,,,True,True,True,rcsB:del_rcsB_D56A,True,True
SRX8757632,2020-07-19 13:53:41,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252266,SRP272407,PRJNA646976,646976,SRS7029033,SAMN15569606,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391510,GSE154668,GSM4676802,,15569606,SL1344,{delta}rcsB M88A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_M88A,del_rcsB_WT,del_rcsB_M88A,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,3,1,del_rcsB_M88A_3,,,True,True,True,rcsB:del_rcsB_M88A,True,True
SRX8757633,2020-07-19 14:18:13,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252267,SRP272407,PRJNA646976,646976,SRS7029035,SAMN15569605,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391511,GSE154668,GSM4676803,,15569605,SL1344,{delta}rcsB H77A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_H77A,del_rcsB_WT,del_rcsB_H77A,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,3,1,del_rcsB_H77A_3,,,True,True,True,rcsB:del_rcsB_H77A,True,True
SRX8757634,2020-07-19 13:53:41,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR12252268,SRP272407,PRJNA646976,646976,SRS7029036,SAMN15569604,SRA1100193,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,11391512,GSE154668,GSM4676804,,15569604,SL1344,{delta}rcsB L108A RcsB,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,rcsB,del_rcsB_L108A,del_rcsB_WT,del_rcsB_L108A,LB,,,Aerobic,,,,log,0.25,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,rcsB,,3,1,del_rcsB_L108A_3,,,True,True,True,rcsB:del_rcsB_L108A,True,True
